date,proponent,senate_bill_no,short_title,long_title,scope,status,subject,primary_committee,secondary_committee,links
"june 30, 2016","['poe, grace l.']",160,libreng pananghalian sa pampublikong paaralan act of 2016,"an act instituting a free nutri-meals program to children enrolled in all elementary schools including kindergarten and high schools in the k-12 public education sector, providing framework for its meaningful implementation, appropriating funds therefor, and for other purposes",National,consolidated/substituted in the committee report (12/13/2016),"['Nutrition', 'Poverty Alleviation', 'K12 Education Program']","['Education, Arts and Culture']","['Health and Demography                             ', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-160
"june 30, 2016","['poe, grace l', ' de lima, leila m.']",159,people's freedom of information act of 2016,an act implementing the people's right to information and the constitutional policies of full public disclosure and honesty in the public service and for other purposes,National,consolidated/substituted in the committee report (10/19/2016),['Information'],['Public Information and Mass Media'],"['Civil Service, Government Reorganization and Professional Regulation', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-159
"june 30, 2016","['ejercito, joseph victor g.']",158,tuition-free higher education act of 2016,"an act providing for a full tuition subsidy for students enrolled  in state universities and colleges (sucs), and appropriating funds therefor",National,consolidated/substituted in the committee report (1/23/2017),"['Tuition Fees', 'Students', 'State Colleges and Universities (SCUS)']","['Education, Arts and Culture']",['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-158
"june 30, 2016","['ejercito, joseph victor g', ' binay, maria lourdes nancy s.']",157,migrant workers and overseas filipinos act of 1995,"an act expanding the use of the legal assistance fund, amending for the purpose section 26 of republic act no. 8042, otherwise known as the migrant workers and overseas filipinos act of 1995, as amended",National,pending in the committee (8/1/2016),"['Overseas Filipino Workers (OFW)', 'Legal Assistance Fund', 'Migrant Workers and Overseas Filipinos Act of 1995 (R.A.No. 8042)']","['Labor, Employment and Human Resources Development']","['Foreign Relations', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-157
"june 30, 2016","['ejercito, joseph victor g.']",156,"sec. 45 of r.a.no. 9136 - cross ownership, market power abuse and anti-competitive behavior","an act amending republic act no. 9136, otherwise known as the electric power industry reform act of 2001, and for other purposes",National,pending in the committee (8/1/2016),['Electric Power Industry Reform Act /Epira (R.A.No. 9136)'],['Energy'],['Public Services'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-156
"june 30, 2016","['ejercito, joseph victor g.']",155,protection of watersheds supporting the national irrigation systems,"an act to promote the protection,conservation and rehabilitation of watersheds supporting the national irrigation systems (nis) to guarantee continuing supply of water for agricultural production and to increase the productivity of farmers to sustain food self-sufficiency and providing the funding thereof",National,pending in the committee (8/1/2016),"['Watersheds', 'Irrigation']",['Public Works'],"['Environment and Natural Resources', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-155
"june 30, 2016","['ejercito, joseph victor g.']",154,transportation crisis act of 2016,"an act granting the president of the philippines special powers, prescribing urgent and related measures necessary and proper to effectively address the crisis in the transportation sector, and for other purposes",National,consolidated/substituted in the committee report (12/14/2016),"['Transportation', 'President of the Philippines']",['Public Services'],"['Constitutional Amendments and Revision of Codes', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-154
"june 30, 2016","['ejercito, joseph victor g.']",153,train protection act,"an act defining the crime of robbery of train implements, classifying the act as heinous crime and imposing penalty thereof",National,pending in the committee (8/1/2016),"['Train Protection Act', 'Heinous Crimes', 'Theft and Robbery']",['Public Services'],"['Constitutional Amendments and Revision of Codes', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-153
"june 30, 2016","['ejercito, joseph victor g.']",152,the philippine national railways,"an act promoting the revitalization, rehabilitation and modernization of the philippine national railways amending for the purpose certain provisions of r.a. no. 4156 entitled an act creating the philippine national railways, prescribing its powers, functions and duties, and providing for the necessary funds for its operation",National,pending in the committee (8/1/2016),['Philippine National Railways (PNR)'],['Government Corporations and Public Enterprises'],"['Public Services', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-152
"june 30, 2016","['ejercito, joseph victor g.']",151,"national internal revenue code of 1997, amendments","an act amending section 24 & 25 of national internal revenue code of 1997, as amended, and for other purposes",National,consolidated/substituted in the committee report (9/20/2017),"['National Internal Revenue Code (NIRC)', 'Taxes (Individual Income Tax)']",['Ways and Means'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-151
"june 30, 2016","['ejercito, joseph victor g.']",150,social security act of 1997,"an act increasing pensions under the social security system amending for the purpose section 12 of republic act no. 1161, otherwise known as the social security act of 1997",National,consolidated/substituted in the committee report (3/20/2018),"['Social Security Law (RA 1161)', 'Social Security System (SSS)', 'Pension']",['Government Corporations and Public Enterprises'],"['Labor, Employment and Human Resources Development']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-150
"june 30, 2016","['ejercito, joseph victor g.']",149,freedom of information act of 2016,an act to strengthen the right of citizens to information held by the government,National,consolidated/substituted in the committee report (10/19/2016),"['Government Agencies', 'Information']",['Public Information and Mass Media'],"['Civil Service, Government Reorganization and Professional Regulation']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-149
"june 30, 2016","['villar, cynthia a.']",148,las piñas - parañaque critical habitat and ecotourism area act of 2016,"an act establishing the las piñas - parañaque critical habitat and ecotourism area as a wetland, ensuring the protection thereof, appropriating funds therefor, and for other purposes",National,consolidated/substituted in the committee report (5/10/2017),"['Protected Area/Protected Landscape', 'Tourism (Ecotourism Zone/Site)']",['Environment and Natural Resources'],"['Tourism', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-148
"june 30, 2016","['villar, cynthia a.']",147,"amending nirc, adjusting the income brackets on individual income tax","an act adjusting the income brackets and rates of tax imposed on taxable income of individuals, amending for this purpose section 24 of the national internal revenue code of 1997, as amended, and for other purposes",National,consolidated/substituted in the committee report (9/20/2017),"['Taxes (Individual Income Tax)', 'National Internal Revenue Code (NIRC)']",['Ways and Means'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-147
"june 30, 2016","['villar, cynthia a.']",146,department of migration and development act of 2016,"an act creating the department of migration and development, defining its powers and functions, appropriating funds therefore, and for other purposes",National,pending in the committee (8/1/2016),"['Migrant Workers', 'Department of Migration and Development']","['Labor, Employment and Human Resources Development']","['Foreign Relations', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-146
"june 30, 2016","['villar, cynthia a.']",145,social security act of 1997,"an act mandating a two thousand peso across-the-board increase in the monthly pension with corresponding adjustment of the minimum monthly pension under the social security system, amending for this purpose section 12 of republic act no. 1161, as amended, otherwise known as the social security act of 1997",National,consolidated/substituted in the committee report (3/20/2018),"['Social Security System (SSS)', 'Pension', 'Social Security Law (RA 1161)']",['Government Corporations and Public Enterprises'],"['Labor, Employment and Human Resources Development']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-145
"june 30, 2016","['villar, cynthia a', ' binay, maria lourdes nancy s.']",144,philippine native animal development act of 2014,"an act promoting the scientific propagation, processing, utilization and development of philippine native animals, hereby creating the philippine native animal development center",National,pending in the committee (8/1/2016),"['Philippine Native Animal', 'Animal Industry', 'Swine/Local Hog Industry', 'Livestock']",['Agriculture and Food'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-144
"june 30, 2016","['villar, cynthia a.']",143,philippine crop protection act of 2016,"an act establishing the national crop protection program, creating the philippine crop protection agency by consolidating the disparate crop protection, quarantine and pest management efforts, activities, and agencies, into  a holistic and integrated service to promote the sustainability and greater productivity of the philippine agriculture sector, and for other purposes",National,pending in the committee (8/1/2016),['Philippine Crop Protection Agency (PCPA)'],['Agriculture and Food'],"['Civil Service, Government Reorganization and Professional Regulation', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-143
